URL ,Keyword,04.03.2026,17.02.2026,19.01.2026,02.01.2026,03.12.2025,18.11.2025,04.11.2025,15.10.2025,01.10.2025,12.09.2025,01.09.2025,08.08.25,07.07.25,05.06.25,07.05.25,07.04.25,06.03.25,07.02.25,07.01.25,05.12.24
https://bukovel.com/b24/hotels/bukovel-apart,апартаменти буковель,2,5,3,5,3,3,10,4,5,2,2,2,4,3,13,14,18,62,101,101
https://bukovel.com/b24/hotels/bukovel-apart,апартаменти в буковелі,2,10,3,6,3,5,13,10,9,5,5,3,5,5,101,27,101,101,101,101
https://bukovel.com/b24/hotels/bukovel-apart,апартаменти буковель оренда,5,7,4,7,5,7,7,7,6,6,4,4,4,5,24,15,25,29,101,101
https://bukovel.com/b24/hotels/bukovel-apart,буковель апартаменти з кухнею,16,17,7,10,5,4,20,9,8,13,14,12,23,22,21,32,35,101,101,101
https://bukovel.com/b24/hotels/bukovel-apart,апартаменти яремче,40,57,52,53,101,38,51,39,51,101,39,101,101,46,40,48,45,42,101,101
https://aquapark.bukovel.com/prices,буковель басейни ціни,16,14,11,19,21,4,4,5,6,13,2,2,3,2,2,2,1,1,1,2
https://bukovel.com/entertainments/5-voda-club,басейни в буковелі,4,7,10,11,13,10,5,5,5,5,5,4,5,2,1,2,2,2,4,4
https://bukovel.com/entertainments/5-voda-club,буковель басейни,2,4,3,3,4,4,4,4,12,4,3,2,5,1,1,1,1,1,2,1
https://bukovel.com/,буковель відпочинок,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2
https://bukovel.com/,відпочинок в карпатах буковель,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
https://bukovel.com/,відпочинок буковель ціни,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,8,6
https://bukovel.com/,скільки коштує відпочинок в буковелі,3,3,3,5,4,8,6,6,7,8,6,7,7,11,11,13,12,17,17,11
https://bukovel.com/,відпочинок буковель ціна,2,3,2,3,3,3,3,3,3,3,4,5,6,4,6,6,7,8,12,7
https://bukovel.com/,відпочинок у буковелі ціни,2,2,3,3,4,4,4,4,5,5,6,5,6,5,8,6,7,11,10,9
https://bukovel.com/,карпати відпочинок буковель,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
https://bukovel.com/,де відпочити в буковелі,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,3,4
https://bukovel.com/,відпочинок в буковелі на двох,3,3,2,4,4,3,4,3,2,2,2,2,2,2,10,9,10,15,12,11
https://bukovel.com/,буковель де відпочити,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1
https://bukovel.com/,карпати буковель ціни,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,6,3
https://bukovel.com/,буковель відпочинок з басейном,1,13,2,4,2,3,2,3,3,3,3,2,3,4,11,13,14,24,31,38
https://bukovel.com/,відпочинок в буковелі з басейном,2,32,2,8,7,7,9,8,6,7,7,5,4,5,21,21,23,32,30,43
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,відпочинок в буковелі з дітьми,6,6,3,3,4,3,3,2,3,2,2,2,8,6,8,7,6,7,5,6
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,буковель з дітьми,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,4,5
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,відпочинок з дітьми буковель,4,2,2,2,2,1,1,1,1,1,1,1,3,7,6,8,8,7,5,3
https://bukovel.com/,відпочинок з басейном івано франківська область,101,66,101,101,101,40,101,101,101,55,50,42,49,52,101,101,101,41,101,101
none,поляниця відпочинок з басейном,101,31,101,101,101,20,33,101,101,55,101,39,36,41,49,101,101,46,101,101
https://bukovel.com/,готелі з басейном івано франківська область,101,31,101,101,101,11,101,101,101,101,15,56,48,42,101,101,101,41,101,101
none,відпочинок карпати,21,16,15,14,17,16,15,19,38,20,17,44,42,42,44,17,16,41,101,101
https://bukovel.com/,зимовий відпочинок в україні,30,58,43,101,42,38,36,39,73,82,90,101,101,93,92,83,101,53,101,101
https://bukovel.com/,ціна відпочинку в карпатах,21,35,27,35,30,30,30,36,63,32,62,68,75,79,81,78,75,65,71,101
none,відпочинок взимку в карпатах,61,51,101,88,101,101,101,101,101,101,101,101,101,87,77,68,74,68,101,101
https://bukovel.com/,бронювання готелю,39,32,66,55,54,48,48,101,101,101,101,101,59,101,101,101,101,93,101,101
https://bukovel.com/,забронювати готель,31,101,55,62,15,85,33,23,25,78,18,101,101,101,101,101,101,101,101,101
https://bukovel.com/,бронювання в готелі,101,53,61,66,62,62,77,84,101,101,101,101,60,101,101,101,101,101,101,101
https://bukovel.com/,буковель готелі,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,6
https://bukovel.com/,готелі буковель,2,1,1,2,1,1,1,1,1,2,1,1,1,1,3,4,4,5,6,7
https://bukovel.com/,bukovel hotels,1,1,2,2,2,1,1,2,2,2,1,1,1,1,3,3,3,4,4,2
https://bukovel.com/,готелі в буковелі,2,2,1,2,1,2,2,3,2,2,2,1,2,2,3,7,7,20,13,20
https://bukovel.com/,буковель готелі ціни,2,1,1,2,1,1,1,2,2,2,2,1,2,2,5,9,11,17,13,14
https://bukovel.com/,буковель готель ціни,1,1,1,2,1,2,1,1,2,1,1,1,2,2,5,7,8,12,11,76
https://bukovel.com/,готель у буковелі,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,9,9,9,17
https://bukovel.com/,готелі буковелі ціни,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,11,9,18,20,33
https://bukovel.com/,готелі буковель ціни,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,9,8,17,15,14
https://bukovel.com/,готель буковель ціна,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,6,9,11,9,8
https://bukovel.com/,буковель номера,1,1,1,2,1,2,2,2,2,2,1,1,2,1,3,3,3,6,6,4
https://bukovel.com/,буковель ціни на проживання,1,1,1,2,1,2,2,2,2,1,1,1,2,2,6,9,11,14,12,12
https://bukovel.com/,номер в буковелі,2,2,2,3,2,2,2,2,2,2,2,2,2,2,6,8,10,11,9,11
https://bukovel.com/,проживання буковель,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,4,7,8,11,8
https://bukovel.com/,номери в буковелі,2,2,2,4,2,2,2,2,2,2,2,2,2,2,9,10,10,12,9,12
https://bukovel.com/,готель в буковелі ціни,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,9,13,19,17,86
https://bukovel.com/,готелі в буковелі ціни,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,11,10,21,17,23
https://bukovel.com/,буковель ціна готелю,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,10,10,16,20,13
https://bukovel.com/,зняти номер в буковелі,2,2,2,4,2,2,2,2,2,2,2,2,2,3,9,11,12,20,13,13
https://bukovel.com/,bukovel resort,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/,буковель забронювати номер,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,9,10,8,10,9
https://bukovel.com/,буковель зняти номер,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,10,12,10,12,12
https://bukovel.com/,готель на буковелі,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,6,9,9,8,15
https://bukovel.com/,зняти готель буковель,2,2,2,2,2,2,2,3,3,3,2,2,2,4,8,9,12,16,13,12
https://bukovel.com/,ціна готелю в буковелі,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,8,11,44,18,21
https://bukovel.com/,готелі на буковелі,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,13,18,14,19
https://bukovel.com/,ціни готелів в буковелі,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,12,12,20,16,19
https://bukovel.com/,бюджетні готелі буковель,5,12,5,5,5,6,6,6,6,6,6,5,4,4,10,26,32,33,28,35
https://bukovel.com/,буковель номери,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,6,4,7
https://bukovel.com/,готелі в центрі буковеля,2,4,2,5,3,4,3,4,3,2,2,2,2,2,4,7,9,12,101,13
https://bukovel.com/,готельний комплекс буковель,2,2,2,2,2,2,2,2,2,3,2,2,2,2,5,5,4,4,4,3
https://bukovel.com/,bukovel готелі,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,6,7,9,9,9
https://bukovel.com/,карпати буковель готелі,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,9,9,10,10,10
https://bukovel.com/,ціна номера в буковелі,2,2,2,3,2,2,3,3,2,3,2,2,2,2,8,14,13,23,15,16
https://bukovel.com/,забронювати готель в буковелі,2,2,2,3,2,2,2,2,2,2,2,2,2,2,7,11,12,22,12,13
https://bukovel.com/b24/hotel/amarena-spa,зняти готель в буковелі,2,2,2,4,2,2,2,2,2,2,2,2,2,3,10,12,12,17,13,12
https://bukovel.com/b24/hotel/amarena-spa,буковель бронювання,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
https://bukovel.com/,забронювати готель буковель,2,2,2,3,2,1,2,3,3,3,3,2,2,3,4,10,10,11,10,13
https://bukovel.com/,забронювати номер в буковелі,2,2,2,5,2,2,2,2,2,2,2,2,2,3,7,11,12,17,10,8
https://bukovel.com/,замовити готель в буковелі,2,2,2,3,2,2,2,2,2,2,2,2,2,3,8,10,13,25,15,14
https://bukovel.com/b24/hotels/bukovel-hotel,зняти номер в готелі буковель ціни,2,2,1,2,1,2,2,2,3,2,2,2,3,3,8,14,13,28,14,10
https://bukovel.com/entertainments/5-voda-club,буковель готелі з басейнами,2,16,2,4,2,3,6,3,3,3,3,2,3,6,40,39,28,40,34,49
https://bukovel.com/b24/hotel/amarena-spa,буковель готелі з басейном,1,7,2,3,2,2,2,2,2,2,2,2,2,3,12,13,23,28,42,101
https://bukovel.com/b24/hotel/amarena-spa,буковель готель з басейном,2,7,2,2,2,3,2,2,2,2,2,2,2,3,12,14,23,26,38,45
https://bukovel.com/b24/hotel/amarena-spa,готель буковель з басейном,1,7,2,4,2,2,2,2,2,2,2,2,2,3,10,16,19,30,25,101
https://bukovel.com/b24/hotel/amarena-spa,буковель готелі з басейном ціни,1,3,2,3,2,2,2,2,2,2,2,2,2,3,7,10,10,21,23,42
https://bukovel.com/b24/hotel/amarena-spa,буковель готель з басейном ціни,1,3,2,3,2,2,2,2,3,3,2,3,3,3,10,9,9,8,14,14
https://bukovel.com/entertainments/5-voda-club,готелі з басейнами буковель,2,21,2,4,2,3,5,3,3,3,3,2,3,5,40,32,29,33,40,51
https://bukovel.com/,готелі з басейном буковель,1,3,2,4,2,3,2,4,3,4,2,3,2,3,12,15,24,27,37,101
https://bukovel.com/b24/hotel/amarena-spa,готелі в буковелі з басейном,2,8,2,5,3,3,3,4,3,3,3,2,2,4,9,24,30,30,34,55
https://bukovel.com/b24/hotel/amarena-spa,готель в буковелі з басейном,2,9,2,6,3,4,5,4,3,4,2,3,2,5,15,29,33,33,57,71
https://bukovel.com/b24/hotel/amarena-spa,готелі буковеля з басейном,2,9,2,4,2,3,3,3,3,3,3,3,3,3,9,25,26,33,45,53
https://bukovel.com/b24/hotel/amarena-spa,буковель готелі з критим басейном,6,27,5,7,5,5,31,5,5,5,5,5,5,5,34,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі біля буковеля з басейном,3,13,3,4,3,3,4,4,5,4,4,4,3,3,15,31,30,30,61,101
https://bukovel.com/b24/hotel/amarena-spa,готель з басейном в буковелі,2,16,2,6,2,4,3,4,4,3,3,3,3,5,14,17,36,42,46,56
https://bukovel.com/entertainments/5-voda-club,готелі з відкритим басейном буковель,4,18,4,7,4,5,5,6,6,5,4,4,4,6,15,16,16,16,17,26
https://bukovel.com/,буковель бази відпочинку з басейном,4,10,2,3,2,3,5,3,4,3,2,2,3,4,8,7,7,10,21,35
https://bukovel.com/b24/hotel/amarena-spa,готелі у буковелі з басейном,2,5,2,5,3,3,3,3,3,2,2,3,3,4,9,18,101,43,44,56
https://bukovel.com/entertainments/chani,буковель готелі з чанами,10,15,13,15,10,10,12,17,15,14,18,14,12,11,11,9,6,8,8,8
https://bukovel.com/entertainments/chani,готель з чанами буковель,13,19,14,13,12,13,16,16,16,17,18,13,14,17,18,16,17,20,14,14
https://bukovel.com/,готелі,13,10,17,17,15,17,17,18,12,11,15,16,17,16,56,61,68,77,101,101
https://bukovel.com/,готель,30,23,24,29,71,31,31,25,21,65,80,101,101,101,66,101,101,101,101,101
https://bukovel.com/,номер в готелі,101,48,65,66,23,47,34,36,51,40,27,33,101,101,101,101,101,101,101,101
https://bukovel.com/,зняти готель,47,82,46,58,19,41,43,26,29,30,101,31,101,101,101,93,101,101,101,101
https://bukovel.com/,зняти номер в готелі,101,31,44,43,19,35,32,25,70,62,60,26,51,47,101,101,101,101,101,101
https://bukovel.com/,зняти номер,73,37,101,101,33,33,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,готель ціни,26,2,34,25,18,28,27,30,28,31,19,23,27,23,40,95,101,101,101,101
https://bukovel.com/,оренда готелю,23,27,26,101,59,25,25,23,28,81,17,16,40,28,44,72,74,75,87,87
https://bukovel.com/,забронювати номер в готелі,24,9,28,31,13,23,15,16,83,69,71,71,101,83,101,101,101,101,101,101
https://bukovel.com/,готелі біля буковеля,2,2,2,2,2,2,2,2,3,2,2,2,2,2,11,21,29,31,43,87
https://bukovel.com/,готелі поблизу буковеля,2,3,1,3,1,2,2,3,2,3,3,2,3,2,12,18,20,19,40,54
https://bukovel.com/,буковель готелі біля підйомника,4,16,4,5,4,5,3,4,4,4,4,4,3,3,7,15,15,19,40,42
https://bukovel.com/,готелі буковель біля підйомників,5,6,4,5,5,4,4,4,4,5,5,4,4,4,7,31,26,31,50,45
https://bukovel.com/,готелі в буковелі біля підйомників,6,15,5,7,6,5,5,5,5,5,5,5,5,4,12,33,33,35,101,101
https://bukovel.com/b24/hotel/amarena-spa,готель карпати,6,21,3,22,7,9,10,8,8,14,8,47,39,33,40,16,34,89,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі в карпатах,4,25,3,23,7,4,11,7,8,8,101,43,58,11,54,37,34,67,101,101
https://bukovel.com/b24/hotel/amarena-spa,карпати готелі,3,6,4,10,3,3,4,5,9,9,4,4,10,14,14,13,14,15,45,43
https://bukovel.com/b24/hotel/amarena-spa,готелі в карпатах з видом на гори,30,25,101,48,36,11,57,10,9,10,82,78,101,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готель у карпатах,5,42,3,19,5,3,6,6,9,9,7,6,69,12,48,61,57,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готель в горах карпати,4,34,3,20,4,20,23,6,101,19,26,54,61,67,77,75,66,64,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі у карпатах,4,27,4,11,5,5,11,6,7,7,7,7,6,8,35,44,101,72,101,69
https://bukovel.com/b24/hotel/amarena-spa,готелі в горах,7,38,5,18,7,17,20,17,20,33,39,53,21,13,71,69,67,66,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі з видом на гори,101,70,7,49,8,10,69,101,101,101,101,77,101,42,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готель в карпатах ціни,3,19,3,38,3,4,8,7,9,7,6,7,8,7,59,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,зняти готель в карпатах,6,23,3,34,7,6,14,10,12,8,7,6,9,12,101,101,101,82,79,89
https://bukovel.com/b24/hotel/amarena-spa,відпочинок в карпатах готелі,5,25,3,14,4,6,13,8,9,8,6,5,6,9,53,15,19,15,17,38
https://bukovel.com/b24/hotel/amarena-spa,готелі карпати ціни,3,14,3,23,3,3,29,7,8,7,5,6,7,8,101,78,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі карпат ціни,3,37,3,9,3,3,5,4,6,7,4,3,4,7,101,87,101,92,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі карпат з гарним краєвидом,101,101,33,101,17,32,101,101,55,101,26,101,101,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,забронювати готель в карпатах,3,16,3,10,3,3,7,5,7,6,5,5,6,9,66,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,карпати готелі ціни,3,65,3,8,3,4,4,6,8,7,5,6,4,8,101,19,29,87,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі в горах карпати,5,35,5,18,7,8,20,9,10,28,7,9,8,34,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,карпати відпочинок готелі,3,45,3,20,4,10,7,6,9,9,6,5,8,55,101,74,91,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі в карпатах все включено,101,27,25,24,16,21,21,19,20,14,31,26,15,14,46,53,52,101,52,75
https://bukovel.com/b24/hotel/amarena-spa,готелі в карпатах з краєвидом,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,готелі з гарним краєвидом карпати,101,101,24,101,29,45,101,40,69,43,26,101,101,101,101,101,101,101,101,101
none,готелі в татарові з басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з басейном,101,30,101,101,101,60,22,101,101,47,70,101,101,68,101,101,101,67,101,101
none,готель з басейном,101,45,101,101,101,23,28,101,101,101,80,101,101,86,101,101,101,78,101,101
none,готель з відкритим басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з критим басейном карпати,101,34,101,101,101,48,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готель з критим басейном карпати,101,43,101,101,101,49,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з критим басейном,101,101,101,101,101,69,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з закритим басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з чанами,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готель з чанами,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з чанами в карпатах,101,49,101,101,101,47,101,101,101,101,101,101,101,101,101,101,101,101,62,101
none,карпати готелі з чанами,101,68,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі спа,101,43,21,62,26,57,45,101,29,101,101,50,62,71,101,101,101,101,101,101
none,готелі зі спа,36,49,101,101,101,29,27,78,101,101,101,101,101,101,101,57,101,101,101,101
https://bukovel.com/,бази відпочинку зі спа,55,101,101,101,101,44,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з спа,101,45,101,101,75,35,30,75,75,88,80,66,77,77,101,101,101,101,101,101
none,готель біля говерли,101,101,39,43,101,60,101,101,57,48,45,101,101,101,101,101,101,101,101,101
none,говерла готелі,101,68,57,66,71,85,71,68,52,27,28,34,101,101,72,83,61,101,64,90
none,говерла готелі поблизу,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі поблизу говерли,30,101,20,87,24,59,79,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з басейнами карпати,101,45,101,101,101,36,101,101,101,101,80,101,101,101,101,101,101,101,101,101
https://bukovel.com/,готелі з басейном карпати,101,37,101,101,101,53,24,101,101,68,68,57,66,63,79,101,101,101,101,101
https://bukovel.com/,готелі в карпатах з басейном,101,72,101,101,101,31,33,101,101,81,81,88,86,87,91,101,101,84,101,101
none,готель в карпатах з басейном,101,43,101,101,101,34,81,101,101,48,87,101,101,73,76,101,101,82,101,101
https://bukovel.com/,карпати готель з басейном,101,78,101,101,101,24,22,101,101,75,75,86,77,69,60,101,101,101,101,101
none,готелі в карпатах з теплим басейном,101,45,101,101,101,27,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з басейнами в карпатах,101,42,101,101,101,41,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі біля говерли з басейном,101,101,22,101,28,38,101,32,101,33,39,101,35,101,101,101,101,101,101,101
none,готелі з відкритим басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі з відкритим басейном карпати,101,82,42,101,51,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готель у карпатах з басейном,101,34,101,101,101,31,27,101,101,81,82,101,101,101,101,101,101,101,101,101
none,готелі карпат з критим басейном,101,101,101,101,85,65,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,готель в горах з басейном,101,34,101,101,101,58,101,101,101,81,81,82,77,71,59,101,101,72,83,101
none,готель в карпатах з відкритим басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі в карпатах з відкритим басейном,101,101,101,101,101,80,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі карпат з басейнами,101,56,101,101,101,36,101,101,101,101,101,101,84,101,101,101,101,101,101,101
none,готелі з басейном у карпатах,101,41,101,101,101,35,28,70,101,101,101,101,83,60,101,101,101,101,101,101
none,готелі карпат з відкритим басейном,101,68,101,101,101,87,101,101,101,101,101,101,101,72,72,101,81,87,101,101
https://bukovel.com/cams,драгобрат готелі,83,81,101,101,86,83,83,73,69,101,101,101,101,101,80,84,101,101,101,101
https://bukovel.com/cams,драгобрат готель,101,82,101,101,101,83,79,81,71,101,101,101,101,101,79,85,101,101,101,101
none,драгобрат готелі біля підйомника,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,драгобрат готелі з чанами,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,драгобрат готелі ціни,101,101,101,101,101,101,101,101,101,101,101,101,101,101,63,67,101,101,101,101
none,драгобрат готелі з басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,еко готель,101,101,101,101,101,101,101,101,101,101,101,101,71,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,еко готель карпати,43,101,101,101,101,83,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,еко готелі карпати,57,101,101,101,101,101,101,101,101,101,101,76,101,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,нові готелі в буковелі,2,1,2,3,2,2,2,2,1,1,1,1,1,1,7,7,8,7,8,9
https://bukovel.com/b24/hotel/amarena-spa,нові готелі буковеля,2,1,4,2,2,2,1,3,4,4,3,1,1,2,6,6,7,4,5,9
https://bukovel.com/,поляниця готелі,27,30,17,18,14,13,15,22,20,38,39,21,37,38,56,101,63,62,101,101
https://bukovel.com/,поляниця готелі з басейном,101,32,101,101,101,20,51,101,44,27,46,54,50,46,62,101,101,58,57,101
https://bukovel.com/cams,готелі поляниця буковель,3,11,3,11,8,5,9,15,13,12,13,4,13,12,25,43,50,55,56,101
https://bukovel.com/,база відпочинку поляниця,101,40,27,29,30,32,39,38,33,43,34,44,46,85,101,101,101,80,80,101
none,готель поляниця карпати,28,34,14,14,12,8,9,13,15,18,16,23,25,23,56,49,62,59,101,101
