URL ,Keyword,04.03.2026,17.02.2026,19.01.2026,02.01.2026,03.12.2025,18.11.2025,04.11.2025,15.10.2025,01.10.2025,12.09.2025,01.09.2025,08.08.25,07.07.25,05.06.25,07.05.25,07.04.25,06.03.25,07.02.25,07.01.25,05.12.24
https://bukovel.com/,поляниця готель буковель,2,6,3,3,3,4,6,10,8,7,6,5,7,6,11,26,38,28,41,65
https://bukovel.com/b24/hotel/amarena-spa,спа готелі буковель,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,5,6,9,9,17
https://bukovel.com/entertainments/spa-tsentr-oazis,готелі буковель зі спа,2,2,2,3,3,3,4,3,3,2,2,2,2,3,4,5,18,20,19,23
https://bukovel.com/b24/hotel/amarena-spa,готелі в буковелі зі спа,2,2,3,4,3,4,5,5,5,4,3,2,3,3,8,18,17,24,25,29
https://bukovel.com/b24/hotel/amarena-spa,готель спа буковель,2,1,2,2,2,3,2,2,2,2,2,2,2,2,4,6,5,8,16,20
https://bukovel.com/b24/hotel/amarena-spa,спа готелі в буковелі,2,3,2,4,3,3,5,4,4,4,2,2,3,3,7,10,13,17,20,20
https://bukovel.com/b24/hotel/amarena-spa,готель зі спа буковель,2,2,2,3,3,3,4,3,4,2,2,2,2,3,6,11,12,23,22,84
https://bukovel.com/,спа готелі карпат,11,40,5,62,10,24,29,10,17,60,60,10,8,64,72,70,70,60,101,101
https://bukovel.com/b24/hotel/amarena-spa,спа готелі карпати,11,32,5,74,9,25,18,28,11,53,55,53,65,55,66,69,63,61,101,101
none,готелі зі спа карпати,10,31,6,101,5,23,13,7,9,6,5,5,7,9,71,68,74,67,101,101
https://bukovel.com/,готель зі спа карпати,18,40,8,101,4,12,18,6,11,5,3,3,7,10,75,74,72,68,101,101
https://bukovel.com/,карпати спа готель,8,34,3,81,5,13,22,31,101,60,58,70,71,67,69,69,101,101,101,101
none,готелі в карпатах зі спа,10,34,5,77,5,12,20,7,8,3,4,3,5,6,30,74,80,65,101,101
https://bukovel.com/b24/hotel/amarena-spa,спа готель карпати,7,33,6,79,9,13,53,33,35,60,55,55,76,68,81,71,70,72,101,101
https://bukovel.com/,найкращі спа готелі карпат,101,30,38,77,32,30,29,42,59,61,101,57,61,64,68,75,72,67,101,101
none,кращі спа готелі карпат,31,33,58,41,12,26,34,11,37,54,54,28,9,101,101,101,101,101,101,101
https://bukovel.com/,відпочинок в карпатах спа готель,39,42,5,90,9,29,28,10,28,8,4,7,6,10,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,spa готель карпати,6,27,4,40,6,12,21,5,8,37,8,8,8,32,101,101,101,101,101,101
none,село яблуниця готелі,101,101,101,101,101,101,101,101,101,101,101,101,101,101,62,62,101,62,101,101
none,яблуниця готель з басейном,101,101,101,101,101,76,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яблуниця котеджі з басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,готелі в яблуниці з басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яремче готелі,56,63,101,101,101,101,48,81,82,69,56,70,78,72,70,79,73,67,101,79
none,яремче готель,74,66,101,101,101,101,52,84,82,82,66,101,78,68,68,62,73,68,101,101
none,яремча готелі,72,101,101,101,101,101,101,101,77,101,101,81,69,101,60,56,61,57,101,101
none,яремче готелі ціни,78,33,89,101,90,57,35,101,68,56,56,63,80,60,60,63,59,59,101,101
none,готель яремче ціни,88,61,101,87,101,56,38,101,71,65,65,70,75,64,58,57,57,56,101,101
none,готелі яремче з харчуванням,101,32,101,101,101,32,42,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яремче готелі з басейном,101,55,101,101,101,78,47,101,101,101,62,74,77,65,65,101,101,62,101,101
none,яремче готель з басейном,101,87,101,101,101,56,45,101,101,68,64,76,90,76,70,101,101,56,101,101
none,готелі з басейнами яремче,101,101,101,101,101,57,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яремча готелі з басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,65,101,101,60,101,101
none,яремче готелі з басейном ціни,101,101,101,101,101,72,42,101,101,64,57,67,72,60,62,101,101,57,101,101
none,яремче готелі з басейном з підігрівом,101,42,101,101,101,41,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яремче готелі з критим басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яремче готелі з відкритим басейном,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,яремче спа готель,64,76,101,101,101,71,45,101,63,65,56,69,76,81,80,69,71,71,101,101
none,яремче готель спа,81,72,89,101,101,76,42,101,67,64,58,62,79,71,70,77,69,63,101,101
none,яремче спа готелі,50,75,46,101,101,49,44,67,62,59,53,68,85,78,101,73,67,71,101,101
none,спа готелі в яремче,51,75,46,101,82,71,42,101,61,63,55,60,90,81,85,78,63,71,101,101
https://bukovel.com/,готелі яремче зі спа,101,39,101,101,101,42,31,101,101,101,101,101,101,101,101,69,101,101,101,101
none,ясиня готелі,68,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,ясеня готелі,101,101,67,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,буковель оренда житла,4,7,4,7,3,3,8,6,4,4,3,6,5,15,18,16,18,15,21,45
none,зняти житло буковель,3,7,3,8,3,4,9,4,3,3,3,6,7,14,101,19,101,23,30,45
none,зняти житло в буковелі,4,9,5,6,5,6,9,10,9,7,6,19,22,23,28,26,30,28,58,101
none,зняти кімнату в буковелі,101,35,20,81,65,101,101,101,101,101,101,101,101,33,101,101,101,101,101,60
none,оренда житла в буковелі,12,11,8,9,7,5,17,10,18,19,19,19,22,14,17,24,24,22,101,60
https://bukovel.com/,буковель житло,1,1,1,1,1,1,1,1,2,1,2,1,2,2,7,29,9,10,13,14
https://bukovel.com/,проживання в буковелі,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,4,7,12,10,19
none,поляниця проживання,36,38,20,27,12,15,13,17,19,34,32,25,31,28,40,43,35,36,66,101
none,зняти житло в поляниці,101,28,27,25,27,20,26,29,33,35,29,29,28,25,101,23,27,101,101,101
none,поляниця буковель житло,101,22,5,32,16,11,19,22,14,17,16,7,15,30,72,71,101,66,73,93
none,зняти житло поляниця,29,25,24,35,21,26,26,28,31,33,33,30,28,26,29,26,25,26,101,101
https://bukovel.com/blog/where-to-eat-in-bukovel-1,буковель ресторан,5,5,5,5,4,4,4,6,5,5,6,3,6,7,7,7,6,8,8,38
https://bukovel.com/blog/where-to-eat-in-bukovel-1,ресторан в буковелі,9,14,11,8,6,6,5,7,5,4,6,6,8,17,18,18,18,23,26,43
https://bukovel.com/blog/where-to-eat-in-bukovel-1,ресторани в буковелі,7,8,7,7,5,4,5,5,5,4,6,5,10,7,8,7,6,13,12,34
https://bukovel.com/blog/where-to-eat-in-bukovel-1,буковель кафе,4,2,5,5,3,4,5,4,5,4,4,4,6,6,6,5,4,5,8,11
https://bukovel.com/blog/where-to-eat-in-bukovel-1,кафе в буковелі,7,4,9,8,6,6,7,6,8,7,7,6,8,7,8,9,7,18,24,35
https://bukovel.com/blog/where-to-eat-in-bukovel-1,заклади харчування буковель,3,2,3,3,3,4,4,3,3,3,2,3,3,2,4,6,4,8,8,9
https://bukovel.com/entertainments/sushiia,суші буковель,16,9,11,9,7,7,10,11,7,9,10,12,8,6,6,6,7,8,7,6
https://bukovel.com/entertainments/sushiia,суші буковель доставка,101,33,23,22,18,18,19,18,16,18,18,17,14,13,12,14,15,18,11,12
https://bukovel.com/blog/where-to-eat-in-bukovel-1,суші в буковелі,9,11,8,9,10,10,11,10,10,9,10,11,10,7,7,9,9,101,6,6
https://bukovel.com/,буковель коттедж,18,15,14,18,20,18,15,40,19,28,40,33,43,101,101,101,101,56,81,101
https://bukovel.com/,буковель котеджі,5,5,8,6,20,7,8,8,10,8,7,7,17,15,12,10,12,27,38,31
none,зняти будинок в буковелі,15,11,11,13,8,8,12,13,25,26,26,22,26,29,33,34,35,32,101,101
https://bukovel.com/b24/hotel/amarena-spa,буковель котеджі ціни,14,15,5,5,5,6,11,10,8,39,9,8,29,29,13,13,12,39,37,46
https://bukovel.com/,буковель оренда будинків,11,14,22,41,14,16,18,20,42,38,43,45,53,67,69,68,58,66,53,66
https://bukovel.com/news/orenduite-kotedzhi-ta-apartamenti-bukovel-residence-na-saiti-tk-bukovel,котедж буковель оренда,11,12,5,3,12,5,6,12,11,13,17,15,19,13,29,20,22,33,37,78
https://bukovel.com/news/orenduite-kotedzhi-ta-apartamenti-bukovel-residence-na-saiti-tk-bukovel,оренда котеджів буковель,18,20,41,42,36,42,50,59,31,52,66,66,46,58,69,63,89,66,69,101
https://bukovel.com/news/orenduite-kotedzhi-ta-apartamenti-bukovel-residence-na-saiti-tk-bukovel,оренда котеджу буковель,101,101,101,101,101,101,101,101,101,101,101,101,22,31,101,32,29,30,57,65
none,зняти котедж в буковелі,15,20,16,15,17,13,19,21,18,19,28,26,31,31,33,26,31,46,70,63
none,котеджі біля буковеля,21,27,72,13,13,15,14,16,14,25,60,24,59,45,41,33,29,62,70,101
https://bukovel.com/news/orenduite-kotedzhi-ta-apartamenti-bukovel-residence-na-saiti-tk-bukovel,буковель зняти котедж,15,7,11,10,9,9,16,63,42,20,21,44,30,20,22,17,18,31,34,44
none,зняти будиночок у буковелі,16,14,11,12,12,11,13,13,18,26,26,29,42,38,41,31,31,79,38,48
none,котедж буковель поляниця,28,101,17,17,16,8,19,23,36,38,37,38,36,38,40,40,46,51,101,101
https://bukovel.com/,котеджі у буковелі,16,23,12,12,13,12,19,22,22,27,14,16,101,56,42,31,26,58,79,83
https://bukovel.com/,буковель котеджі з басейном,16,24,8,43,9,8,32,12,25,23,25,22,16,16,13,12,26,25,25,101
https://bukovel.com/,буковель котеджі з басейном ціни,18,24,7,30,7,6,101,10,10,9,20,22,18,15,13,10,16,24,32,89
https://bukovel.com/entertainments/5-voda-club,буковель будинок з басейном,34,34,6,55,6,5,29,8,19,19,20,9,17,15,15,11,29,23,24,77
https://bukovel.com/b24/hotel/amarena-spa,котеджі в буковелі з басейном,28,35,34,49,11,7,37,52,44,40,31,32,34,30,32,23,46,41,61,101
none,котедж з басейном,101,67,101,101,101,28,101,101,101,101,101,101,101,81,101,101,101,101,101,101
none,котедж з басейном карпати,101,50,101,101,101,34,48,101,101,52,47,56,60,63,101,101,75,101,101,101
none,котеджі з басейнами,101,68,101,101,101,33,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,котедж в карпатах з басейном,101,64,101,101,101,101,101,101,101,54,48,52,101,68,101,101,101,101,101,101
https://bukovel.com/,оренда котеджу з басейном карпати,101,101,101,101,101,31,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,котеджі у карпатах,101,101,56,62,61,56,69,61,101,101,101,101,101,101,101,101,101,101,101,101
none,котеджі поляниця,58,41,20,26,21,55,26,26,29,101,41,45,47,54,56,55,101,54,101,101
none,котеджі в поляниці,101,64,58,62,35,48,77,50,53,51,54,87,101,101,101,101,61,61,66,101
none,поляниця котеджі і приватні садиби,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,карпатські котеджі поляниця,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,котедж з басейном поляниця,101,101,101,101,101,25,101,101,101,71,101,101,101,90,101,101,101,101,101,101
https://bukovel.com/news/zustrichaite-novii-rik-v-goteliakh-bukovel,буковель новий рік,2,3,4,3,2,1,3,2,4,5,6,6,6,4,4,4,4,4,3,8
https://bukovel.com/news/zustrichaite-novii-rik-v-goteliakh-bukovel,новий рік в буковелі,5,14,8,6,4,3,5,7,8,10,17,7,8,8,8,8,8,8,10,17
https://bukovel.com/,котедж на новий рік,23,26,30,32,28,26,33,32,30,58,49,69,101,51,44,39,49,101,101,101
none,новий рік у карпатах,81,80,69,73,79,58,71,101,90,101,101,101,101,101,101,101,101,101,101,101
none,карпати новий рік,101,56,47,56,49,51,84,82,77,94,90,101,101,101,93,101,101,101,101,101
none,новорічна ніч в карпатах,101,101,59,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,новий рік в яремче,27,101,101,101,101,64,68,101,101,101,101,101,101,101,101,101,101,101,101,101
none,новий рік в горах,56,86,64,101,68,49,68,78,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/equipment/rent,прокат лижів буковель,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/equipment/rent,оренда лиж буковель,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/equipment/rent,буковель прокат лиж,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/equipment/rent,прокат спорядження буковель,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/skipass,буковель лижі ціни,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
none,трансфер івано франківськ буковель,43,11,17,18,15,13,10,101,14,13,101,22,28,27,25,25,23,47,34,50
https://bukovel.com/entertainments/transferi,трансфер буковель,1,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1
none,львів буковель трансфер,101,69,101,101,101,101,101,101,101,101,101,66,63,64,61,62,63,61,54,59
https://bukovel.com/entertainments/transferi,трансфер до буковеля,3,2,5,3,6,2,2,3,2,2,2,3,2,3,1,1,2,2,2,2
https://bukovel.com/b24/hotels/bukovel-chalet?lang=ru,шале буковель,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,15,15,16,101,101
https://bukovel.com/b24/hotels/bukovel-chalet?lang=ru,буковель шале,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,17,15,14,40,101
https://bukovel.com/b24/hotels/bukovel-chalet,шале в буковелі,2,3,2,2,2,2,2,2,2,2,2,4,2,4,6,16,20,28,101,79
https://bukovel.com/b24/hotels/bukovel-chalet,буковель шале ціни,1,1,1,1,1,1,2,1,1,1,1,2,2,3,4,9,9,12,16,101
https://bukovel.com/,шале в карпатах,31,42,37,26,28,11,28,34,28,45,44,52,46,42,50,54,49,49,101,101
none,шале в карпатах з басейном,101,37,101,101,101,10,22,101,101,50,101,57,47,42,101,101,101,44,101,101
https://bukovel.com/entertainments/spa-tsentr-oazis,масаж буковель,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/entertainments/spa-tsentr-oazis,масаж буковель ціни,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/entertainments/spa-tsentr-oazis,спа буковель,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
https://bukovel.com/entertainments/spa-tsentr-oazis,буковель спа,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
https://bukovel.com/entertainments/spa-tsentr-oazis,спа в буковелі,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3
https://bukovel.com/entertainments/spa-tsentr-oazis,spa bukovel,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2
https://bukovel.com/entertainments/spa-tsentr-oazis,spa буковель,1,3,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2
https://bukovel.com/entertainments/spa-tsentr-oazis,bukovel spa,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1
https://bukovel.com/entertainments/spa-tsentr-oazis,спа комплекс буковель,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
https://bukovel.com/entertainments/spa-tsentr-oazis,спа центр буковель,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/b24/hotel/amarena-spa,bukovel hotel spa,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,6,5,6,7,9
https://bukovel.com/entertainments/spa-tsentr-oazis,спа у буковелі,2,8,2,2,3,3,2,3,2,3,3,3,2,3,2,3,2,3,3,3
https://bukovel.com/entertainments/spa-tsentr-oazis,буковель спа центр,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/entertainments/spa-tsentr-oazis,спа салон буковель,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1
https://bukovel.com/entertainments/spa-tsentr-oazis,спа буковель ціни,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2
https://bukovel.com/,спа комплекси карпати,101,60,86,64,41,35,37,17,74,69,70,31,39,75,54,76,50,61,58,50
https://bukovel.com/skipass,спа комплекс карпати,40,40,101,101,56,69,28,40,44,66,63,67,85,78,83,78,74,77,101,101
none,відпочинок спа в карпатах,77,36,10,92,5,72,26,12,42,29,10,68,84,80,76,75,86,72,101,101
none,spa карпати,52,44,101,101,29,29,27,41,44,48,51,46,39,45,42,46,44,101,81,73
https://bukovel.com/,відпочинок в карпатах зі спа,101,36,9,75,10,13,58,10,13,10,9,9,9,14,101,75,75,101,101,101
https://bukovel.com/,спа відпочинок карпати,37,35,77,73,29,29,27,31,34,48,57,60,82,76,101,80,83,78,81,101
https://bukovel.com/blog/spa-vidpochinok-dlia-dvokh-relaks-programa-v-karpatakh,спа центр карпати,37,69,73,69,62,66,40,40,42,44,10,41,26,28,30,41,5,8,7,10
https://bukovel.com/b24/hotel/amarena-spa,спа резорт буковель,3,5,4,6,4,4,8,7,9,8,8,6,16,26,26,33,23,29,63,44
https://bukovel.com/b24/hotel/amarena-spa,spa resort буковель,4,9,4,8,7,11,17,12,11,11,9,14,8,6,21,40,23,52,53,56
https://bukovel.com/,резорт буковель,2,3,3,3,2,2,3,2,2,2,2,2,3,6,9,8,4,5,6,6
https://bukovel.com/,карпати резорт,101,48,44,59,46,39,28,27,82,101,101,73,88,91,101,82,86,75,66,101
none,spa яремче,67,89,101,101,101,101,68,101,82,68,62,101,101,85,91,77,78,79,101,101
https://bukovel.com/,спа яремче,58,101,101,101,101,84,63,101,74,67,62,101,88,75,81,74,75,76,101,101
none,spa комплекс,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,spa and resort,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,spa & resort,101,42,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,спа резорт,76,101,101,101,79,54,51,50,51,101,78,92,101,94,84,81,87,90,101,101
https://bukovel.com/b24/hotel/amarena-spa,hotel and spa resort,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,spa resort hotel,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,spa & hotel,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/b24/hotel/amarena-spa,hotel&spa,46,42,36,39,101,101,101,101,101,101,101,32,101,101,101,101,101,101,101,101
none,spa in hotel,101,101,101,101,101,101,41,101,101,101,101,101,101,101,101,101,101,101,101,101
none,куди поїхати в карпати,46,101,79,75,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/winter,буковель що подивитись,7,4,4,4,4,3,3,3,3,3,3,3,4,6,5,4,6,4,4,8
none,куди поїхати в карпати на 3 дні,36,37,85,42,101,101,101,101,101,101,101,82,85,101,101,101,101,101,101,101
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,буковель куди піти з дітьми,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2
none,карпати відпочинок куди поїхати,32,45,47,44,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,карпати де відпочити,79,49,28,29,23,33,37,35,68,72,68,63,72,63,101,69,69,67,101,101
none,карпати що подивитись,101,101,88,30,101,101,40,50,77,101,101,44,72,55,55,61,55,41,101,101
none,куди поїхати в карпати влітку,101,101,101,101,101,76,101,101,101,101,101,79,89,101,101,101,101,101,101,101
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,куди поїхати в карпати з дитиною,101,101,101,54,101,101,101,101,101,101,101,73,85,101,101,101,101,73,101,101
none,куда поїхати в карпати,77,101,101,57,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,куди можна поїхати в карпати,44,70,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,буковель що відвідати,5,4,3,3,3,3,3,3,2,2,2,2,4,3,3,3,3,4,5,6
none,куди краще поїхати в карпати,101,101,101,88,101,101,101,101,101,101,101,86,101,101,101,101,101,101,101,101
none,куди поїхати в карпати взимку,69,101,101,44,101,101,101,70,101,101,101,101,101,101,101,101,101,76,101,101
https://bukovel.com/,куди поїхати в карпати на вихідні,33,40,80,39,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,що брати з собою в карпати влітку,48,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,36,33,55
none,що взяти з собою в карпати,76,101,101,101,101,101,101,101,101,101,101,101,101,101,101,38,39,42,40,36
https://bukovel.com/,карпати куди поїхати літом,35,61,39,38,101,101,101,101,101,101,101,83,101,101,101,101,101,101,101,101
none,куди поїхати в карпати весною,101,101,101,101,101,101,101,101,101,101,101,67,68,101,101,101,101,101,101,101
none,куди поїхати в карпати на один день,29,54,86,39,101,101,101,101,101,101,101,101,94,101,101,101,101,101,101,101
none,куди поїхати відпочивати в карпати,101,101,101,61,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,куди поїхати відпочити в карпати,42,73,63,63,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/blog/kudi-piti-z-ditmi-v-bukovel,куди поїхати з дітьми в карпати,101,101,101,89,101,101,101,101,101,101,63,79,101,101,101,101,101,74,101,101
none,куди поїхати з дітьми на відпочинок,101,101,101,72,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/blog/shcho-robiti-v-bukoveli-voseni-idei-dlia-iaskravogo-vidpochinku,буковель що подивитись восени,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
none,куда поїхати в карпати літом,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
none,що брати з собою в карпати,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,49,39,43
https://bukovel.com/,буковель де відпочити,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1
none,коли краще їхати в карпати,101,101,101,23,67,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
https://bukovel.com/,куди поїхати в карпати восени,101,43,43,44,101,101,101,101,101,101,101,82,83,101,101,101,101,101,101,101
none,що брати з собою на відпочинок в карпати,101,101,101,101,101,66,71,66,101,101,59,45,101,101,42,20,101,30,22,21
